p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.ratio	pct.difference
1.3643862934748653e-106	-0.4796150992228871	0.168	0.41	2.436384604258067e-102	1	Npm1	0.40975609756097564	-0.24199999999999997
2.4616880644133535e-106	-0.4714753700090253	0.933	0.886	4.395836376622925e-102	1	Rpl28	1.0530474040632054	0.04700000000000004
4.771546508294577e-105	-0.3554919677516552	0.066	0.27	8.520550599861626e-101	1	Eif3h	0.24444444444444444	-0.20400000000000001
1.6928085744732608e-104	-0.44838000333588	0.143	0.374	3.0228482714369017e-100	1	Tubb5	0.38235294117647056	-0.231
2.200591654336819e-104	-0.391051470459233	0.027	0.203	3.929596517149258e-100	1	Krt8	0.13300492610837436	-0.17600000000000002
1.7472427287573203e-103	-0.5091341750305016	0.94	0.875	3.1200513407419467e-99	1	Rpl30	1.0742857142857143	0.06499999999999995
5.782084253753502e-103	-0.4318010578316256	0.24	0.493	1.0325067851927628e-98	1	Cd63	0.486815415821501	-0.253
6.648007247735143e-102	-0.3925803373269064	0.067	0.264	1.1871346542280644e-97	1	Esd	0.2537878787878788	-0.197
1.1395439397882418e-99	-0.5465028500813927	0.93	0.881	2.0348836132798635e-95	1	Rps15	1.0556186152099887	0.049000000000000044
1.4267901159335789e-99	-0.3746207121548505	0.032	0.206	2.5478191100225917e-95	1	Cp	0.15533980582524273	-0.174
4.055716943265433e-99	-0.34526778792711416	0.042	0.223	7.242293745589084e-95	1	Tpm1	0.1883408071748879	-0.181
4.647869537768408e-99	-0.7294955790332466	0.322	0.547	8.299700633593047e-95	1	Mt1	0.5886654478976233	-0.22500000000000003
7.430824969720047e-99	-0.5421289924064154	0.972	0.902	1.3269224148429088e-94	1	Rpl32	1.0776053215077606	0.06999999999999995
3.2297589154748664e-98	-0.4451415754897712	0.121	0.334	5.767380495363468e-94	1	Ncl	0.3622754491017964	-0.21300000000000002
5.5510514440079724e-98	0.3087983680966254	0.385	0.195	9.912512563565036e-94	1	Lbp	1.9743589743589742	0.19
1.180567609569113e-97	-0.36029351244472374	0.165	0.401	2.1081395804075647e-93	1	Ybx1	0.4114713216957606	-0.23600000000000002
6.061876328548708e-97	-0.46749181044154264	0.99	0.933	1.0824692559889427e-92	1	Rps29	1.0610932475884243	0.05699999999999994
1.7574868914109566e-96	-0.39234072924563934	0.159	0.388	3.138344341992545e-92	1	Cfl1	0.4097938144329897	-0.229
4.098651622940085e-96	-0.5079593675512439	0.77	0.799	7.318962203084111e-92	1	Hsp90ab1	0.9637046307884856	-0.029000000000000026
